dayStart,duration,elev,Duration in Days
2018-07-18,2.0,,0.0
2018-07-25,1.0,,0.0
2018-07-28,4.0,,0.0
2018-08-20,2.0,,0.0
2018-08-24,3.0,,0.0
2018-08-29,4.0,,0.0
2018-09-06,2.0,,0.0
2018-09-12,7.0,,0.0
2019-05-26,17.0,,0.0
2019-07-04,24.0,,1.0
2019-07-30,7.0,,0.0
2019-08-07,4.0,,0.0
2019-08-14,4.0,,0.0
2019-08-21,2.0,,0.0
2019-08-24,2.0,,0.0
2019-09-04,6.0,,0.0
2019-09-24,2.0,,0.0
2019-11-03,4.0,,0.0
2019-11-17,7.0,,0.0
2019-12-02,6.0,,0.0
2019-12-30,12.0,,0.0
2020-01-27,4.0,,0.0
2020-03-10,18.0,,0.0
2020-04-11,3.0,,0.0
2020-07-17,8.0,,0.0
2020-07-29,2.0,,0.0
2020-08-04,1.0,,0.0
2020-08-09,3.0,,0.0
2020-08-17,5.0,,0.0
2020-09-13,3.0,,0.0
2020-09-17,1.0,,0.0
2020-10-13,3.0,,0.0
2021-05-05,38.0,,1.0
2021-06-19,4.0,,0.0
2021-06-24,5.0,,0.0
2021-07-06,2.0,,0.0
2021-07-10,6.0,,0.0
2021-07-17,2.0,,0.0
2021-07-20,6.0,,0.0
2021-07-27,1.0,,0.0
2021-07-31,2.0,,0.0
2021-08-04,14.0,,0.0
2021-08-20,3.0,,0.0
2021-08-24,2.0,,0.0
2021-08-28,2.0,,0.0
2021-08-31,4.0,,0.0
2021-09-10,3.0,,0.0
2021-09-14,4.0,,0.0
2021-09-22,3.0,,0.0
2021-09-29,3.0,,0.0
2021-10-06,1.0,,0.0
2021-10-16,2.0,,0.0
2021-10-20,4.0,,0.0
2021-10-31,8.0,,0.0
2021-11-10,4.0,,0.0
2021-12-10,1.0,,0.0
2021-12-15,1.0,,0.0
2021-12-22,3.0,,0.0
2022-01-04,1.0,,0.0
2022-01-06,3.0,,0.0
2022-01-14,4.0,,0.0
2022-01-21,17.0,,0.0
2022-02-15,15.0,,0.0
2022-03-05,8.0,,0.0
2022-04-10,48.0,,2.0
2022-06-14,6.0,,0.0
2022-06-24,3.0,,0.0
2022-07-13,3.0,,0.0
2022-07-21,3.0,,0.0
2022-07-29,2.0,,0.0
2022-08-06,2.0,,0.0
2022-08-09,5.0,,0.0
2022-08-19,3.0,,0.0
2022-08-25,2.0,,0.0
2022-09-01,1.0,,0.0
2022-09-08,1.0,,0.0
2022-09-14,2.0,,0.0
2022-09-20,3.0,,0.0
2022-09-28,1.0,,0.0
2022-10-02,1.0,,0.0
2022-10-10,7.0,,0.0
2022-11-18,28.0,,1.0
2023-01-11,2.0,,0.0
2023-01-20,2.0,,0.0
2023-02-13,3.0,,0.0
2023-03-01,57.0,,2.0
2023-05-15,36.0,,1.0
2023-06-21,6.0,,0.0
2023-07-03,8.0,,0.0
2023-07-12,4.0,,0.0
2023-07-18,3.0,,0.0
2023-07-24,4.0,,0.0
2023-07-30,2.0,,0.0
2023-08-02,3.0,,0.0
2023-08-15,4.0,,0.0
2023-08-22,3.0,,0.0
2023-08-31,3.0,,0.0
2023-09-07,5.0,,0.0
2023-09-23,6.0,,0.0
