Reading,Receive,Value,Unit,Data Quality
11/7/2023 9:08,11/7/2023 9:09,0.63,ft,A
11/7/2023 8:38,11/7/2023 8:39,0.64,ft,A
11/7/2023 8:08,11/7/2023 8:09,0.63,ft,A
11/7/2023 7:38,11/7/2023 7:39,0.63,ft,A
11/7/2023 7:08,11/7/2023 7:09,0.6,ft,A
11/7/2023 6:38,11/7/2023 6:39,0.63,ft,A
11/7/2023 6:08,11/7/2023 6:09,0.61,ft,A
11/7/2023 5:38,11/7/2023 5:39,0.62,ft,A
11/7/2023 5:08,11/7/2023 5:09,0.6,ft,A
11/7/2023 4:38,11/7/2023 4:39,0.59,ft,A
11/7/2023 4:08,11/7/2023 4:09,0.6,ft,A
11/7/2023 3:38,11/7/2023 3:39,0.6,ft,A
11/7/2023 3:08,11/7/2023 3:09,0.61,ft,A
11/7/2023 2:38,11/7/2023 2:39,0.63,ft,A
11/7/2023 2:08,11/7/2023 2:09,0.63,ft,A
11/7/2023 1:38,11/7/2023 1:39,0.64,ft,A
11/7/2023 1:08,11/7/2023 1:09,0.65,ft,A
11/7/2023 0:38,11/7/2023 0:39,0.64,ft,A
11/7/2023 0:08,11/7/2023 0:09,0.64,ft,A
11/6/2023 23:38,11/6/2023 23:39,0.65,ft,A
11/6/2023 23:08,11/6/2023 23:09,0.66,ft,A
11/6/2023 22:38,11/6/2023 22:39,0.67,ft,A
11/6/2023 22:08,11/6/2023 22:09,0.66,ft,A
11/6/2023 21:38,11/6/2023 21:39,0.64,ft,A
11/6/2023 21:08,11/6/2023 21:09,0.62,ft,A
11/6/2023 20:38,11/6/2023 20:39,0.59,ft,A
11/6/2023 20:08,11/6/2023 20:09,0.6,ft,A
11/6/2023 19:38,11/6/2023 19:39,0.58,ft,A
11/6/2023 19:08,11/6/2023 19:09,0.58,ft,A
11/6/2023 18:38,11/6/2023 18:39,0.55,ft,A
11/6/2023 18:08,11/6/2023 18:09,0.53,ft,A
11/6/2023 17:38,11/6/2023 17:39,0.53,ft,A
11/6/2023 17:08,11/6/2023 17:09,0.51,ft,A
11/6/2023 16:38,11/6/2023 16:39,0.5,ft,A
11/6/2023 16:08,11/6/2023 16:09,0.5,ft,A
11/6/2023 15:38,11/6/2023 15:39,0.51,ft,A
11/6/2023 15:08,11/6/2023 15:09,0.49,ft,A
11/6/2023 14:38,11/6/2023 14:39,0.5,ft,A
11/6/2023 14:08,11/6/2023 14:09,0.51,ft,A
11/6/2023 13:38,11/6/2023 13:39,0.52,ft,A
11/6/2023 13:08,11/6/2023 13:09,0.54,ft,A
11/6/2023 12:38,11/6/2023 12:39,0.57,ft,A
11/6/2023 12:08,11/6/2023 12:09,0.53,ft,A
11/6/2023 11:38,11/6/2023 11:39,0.56,ft,A
11/6/2023 11:08,11/6/2023 11:09,0.55,ft,A
11/6/2023 10:38,11/6/2023 10:39,0.55,ft,A
11/6/2023 10:08,11/6/2023 10:09,0.54,ft,A
11/6/2023 9:38,11/6/2023 9:39,0.52,ft,A
11/6/2023 9:08,11/6/2023 9:09,0.51,ft,A
11/6/2023 8:38,11/6/2023 8:39,0.51,ft,A
11/6/2023 8:08,11/6/2023 8:09,0.52,ft,A
11/6/2023 7:38,11/6/2023 7:39,0.49,ft,A
11/6/2023 7:08,11/6/2023 7:09,0.46,ft,A
11/6/2023 6:38,11/6/2023 6:39,0.41,ft,A
11/6/2023 6:08,11/6/2023 6:09,0.45,ft,A
11/6/2023 5:38,11/6/2023 5:39,0.49,ft,A
11/6/2023 5:08,11/6/2023 5:09,0.43,ft,A
11/6/2023 4:38,11/6/2023 4:39,0.38,ft,A
11/6/2023 4:08,11/6/2023 4:09,0.37,ft,A
11/6/2023 3:38,11/6/2023 3:39,0.35,ft,A
11/6/2023 3:08,11/6/2023 3:09,0.35,ft,A
11/6/2023 2:38,11/6/2023 2:39,0.35,ft,A
11/6/2023 2:08,11/6/2023 2:09,0.35,ft,A
11/6/2023 1:38,11/6/2023 1:39,0.33,ft,A
11/6/2023 1:08,11/6/2023 1:09,0.34,ft,A
11/6/2023 0:38,11/6/2023 0:39,0.34,ft,A
11/6/2023 0:08,11/6/2023 0:09,0.37,ft,A
11/5/2023 23:38,11/5/2023 23:39,0.4,ft,A
11/5/2023 23:08,11/5/2023 23:09,0.4,ft,A
11/5/2023 22:38,11/5/2023 22:39,0.4,ft,A
11/5/2023 22:08,11/5/2023 22:09,0.42,ft,A
11/5/2023 21:38,11/5/2023 21:39,0.41,ft,A
11/5/2023 21:08,11/5/2023 21:09,0.39,ft,A
11/5/2023 20:38,11/5/2023 20:39,0.4,ft,A
11/5/2023 20:08,11/5/2023 20:09,0.37,ft,A
11/5/2023 19:38,11/5/2023 19:39,0.35,ft,A
11/5/2023 19:08,11/5/2023 19:09,0.35,ft,A
11/5/2023 18:38,11/5/2023 18:39,0.35,ft,A
11/5/2023 18:08,11/5/2023 18:09,0.33,ft,A
11/5/2023 17:38,11/5/2023 17:39,0.31,ft,A
11/5/2023 17:08,11/5/2023 17:09,0.35,ft,A
11/5/2023 16:38,11/5/2023 16:39,0.37,ft,A
11/5/2023 16:08,11/5/2023 16:09,0.33,ft,A
11/5/2023 15:38,11/5/2023 15:39,0.29,ft,A
11/5/2023 15:08,11/5/2023 15:09,0.37,ft,A
11/5/2023 14:38,11/5/2023 14:39,0.32,ft,A
11/5/2023 14:08,11/5/2023 14:09,0.31,ft,A
11/5/2023 13:38,11/5/2023 13:39,0.34,ft,A
11/5/2023 13:08,11/5/2023 13:09,0.39,ft,A
11/5/2023 12:38,11/5/2023 12:39,0.38,ft,A
11/5/2023 12:08,11/5/2023 12:09,0.4,ft,A
11/5/2023 11:38,11/5/2023 11:39,0.39,ft,A
11/5/2023 11:08,11/5/2023 11:09,0.4,ft,A
11/5/2023 10:38,11/5/2023 10:39,0.41,ft,A
11/5/2023 10:08,11/5/2023 10:09,0.38,ft,A
11/5/2023 9:38,11/5/2023 9:39,0.44,ft,A
11/5/2023 9:08,11/5/2023 9:09,0.39,ft,A
11/5/2023 8:38,11/5/2023 8:39,0.44,ft,A
11/5/2023 8:08,11/5/2023 8:09,0.47,ft,A
11/5/2023 7:38,11/5/2023 7:39,0.44,ft,A
11/5/2023 7:08,11/5/2023 7:09,0.39,ft,A
11/5/2023 6:38,11/5/2023 6:39,0.42,ft,A
11/5/2023 6:08,11/5/2023 6:09,0.44,ft,A
11/5/2023 5:38,11/5/2023 5:39,0.35,ft,A
11/5/2023 5:08,11/5/2023 5:09,0.39,ft,A
11/5/2023 4:38,11/5/2023 4:39,0.42,ft,A
11/5/2023 4:37,11/5/2023 4:38,0.41,ft,A
11/5/2023 4:08,11/5/2023 4:09,0.31,ft,A
11/5/2023 3:38,11/5/2023 3:39,0.31,ft,A
11/5/2023 3:08,11/5/2023 3:09,0.25,ft,A
11/5/2023 2:38,11/5/2023 2:39,0.24,ft,A
11/5/2023 2:08,11/5/2023 2:09,0.23,ft,A
11/5/2023 1:38,11/5/2023 1:39,0.26,ft,A
11/5/2023 1:08,11/5/2023 1:09,0.27,ft,A
11/5/2023 1:38,11/5/2023 1:39,0.3,ft,A
11/5/2023 1:08,11/5/2023 1:09,0.32,ft,A
11/5/2023 0:38,11/5/2023 0:39,0.24,ft,A
11/5/2023 0:08,11/5/2023 0:09,0.29,ft,A
11/4/2023 23:38,11/4/2023 23:39,0.33,ft,A
11/4/2023 23:08,11/4/2023 23:09,0.31,ft,A
11/4/2023 22:38,11/4/2023 22:39,0.31,ft,A
11/4/2023 22:08,11/4/2023 22:09,0.31,ft,A
11/4/2023 21:38,11/4/2023 21:39,0.32,ft,A
11/4/2023 21:08,11/4/2023 21:09,0.3,ft,A
11/4/2023 20:38,11/4/2023 20:39,0.31,ft,A
11/4/2023 20:08,11/4/2023 20:09,0.25,ft,A
11/4/2023 19:38,11/4/2023 19:39,0.26,ft,A
11/4/2023 19:08,11/4/2023 19:09,0.28,ft,A
11/4/2023 18:38,11/4/2023 18:39,0.25,ft,A
11/4/2023 18:08,11/4/2023 18:09,0.25,ft,A
11/4/2023 17:38,11/4/2023 17:39,0.22,ft,A
11/4/2023 17:08,11/4/2023 17:09,0.28,ft,A
11/4/2023 16:38,11/4/2023 16:39,0.29,ft,A
11/4/2023 16:08,11/4/2023 16:09,0.35,ft,A
11/4/2023 15:38,11/4/2023 15:39,0.35,ft,A
11/4/2023 15:08,11/4/2023 15:09,0.24,ft,A
11/4/2023 14:38,11/4/2023 14:39,0.27,ft,A
11/4/2023 14:08,11/4/2023 14:09,0.26,ft,A
11/4/2023 13:38,11/4/2023 13:39,0.26,ft,A
11/4/2023 13:08,11/4/2023 13:09,0.29,ft,A
11/4/2023 12:38,11/4/2023 12:39,0.35,ft,A
11/4/2023 12:08,11/4/2023 12:09,0.39,ft,A
11/4/2023 11:38,11/4/2023 11:39,0.34,ft,A
11/4/2023 11:08,11/4/2023 11:09,0.41,ft,A
11/4/2023 10:38,11/4/2023 10:39,0.37,ft,A
11/4/2023 10:08,11/4/2023 10:09,0.4,ft,A
11/4/2023 9:38,11/4/2023 9:39,0.46,ft,A
11/4/2023 9:08,11/4/2023 9:09,0.44,ft,A
11/4/2023 8:38,11/4/2023 8:39,0.35,ft,A
11/4/2023 8:29,11/4/2023 8:30,0.36,ft,A
11/4/2023 8:08,11/4/2023 8:09,0.47,ft,A
11/4/2023 7:38,11/4/2023 7:39,0.44,ft,A
11/4/2023 7:08,11/4/2023 7:09,0.44,ft,A
11/4/2023 6:38,11/4/2023 6:39,0.39,ft,A
11/4/2023 6:08,11/4/2023 6:09,0.38,ft,A
11/4/2023 5:38,11/4/2023 5:39,0.36,ft,A
11/4/2023 5:08,11/4/2023 5:09,0.38,ft,A
11/4/2023 4:38,11/4/2023 4:39,0.36,ft,A
11/4/2023 4:08,11/4/2023 4:09,0.43,ft,A
11/4/2023 3:38,11/4/2023 3:39,0.4,ft,A
11/4/2023 3:36,11/4/2023 3:37,0.39,ft,A
11/4/2023 3:08,11/4/2023 3:09,0.28,ft,A
11/4/2023 2:38,11/4/2023 2:39,0.24,ft,A
11/4/2023 2:08,11/4/2023 2:09,0.33,ft,A
11/4/2023 1:38,11/4/2023 1:39,0.28,ft,A
11/4/2023 1:08,11/4/2023 1:09,0.24,ft,A
11/4/2023 0:38,11/4/2023 0:39,0.22,ft,A
11/4/2023 0:08,11/4/2023 0:09,0.3,ft,A
11/3/2023 23:38,11/3/2023 23:39,0.33,ft,A
11/3/2023 23:08,11/3/2023 23:09,0.32,ft,A
11/3/2023 22:38,11/3/2023 22:39,0.29,ft,A
11/3/2023 22:08,11/3/2023 22:09,0.32,ft,A
11/3/2023 21:38,11/3/2023 21:39,0.32,ft,A
11/3/2023 21:08,11/3/2023 21:09,0.29,ft,A
11/3/2023 20:38,11/3/2023 20:39,0.33,ft,A
11/3/2023 20:08,11/3/2023 20:09,0.34,ft,A
11/3/2023 19:38,11/3/2023 19:39,0.29,ft,A
11/3/2023 19:08,11/3/2023 19:09,0.27,ft,A
11/3/2023 18:38,11/3/2023 18:39,0.28,ft,A
11/3/2023 18:08,11/3/2023 18:09,0.26,ft,A
11/3/2023 17:38,11/3/2023 17:39,0.25,ft,A
11/3/2023 17:08,11/3/2023 17:09,0.25,ft,A
11/3/2023 16:38,11/3/2023 16:39,0.26,ft,A
11/3/2023 16:08,11/3/2023 16:09,0.25,ft,A
11/3/2023 15:38,11/3/2023 15:39,0.3,ft,A
11/3/2023 15:08,11/3/2023 15:09,0.27,ft,A
11/3/2023 14:38,11/3/2023 14:39,0.25,ft,A
11/3/2023 14:08,11/3/2023 14:09,0.3,ft,A
11/3/2023 13:38,11/3/2023 13:39,0.29,ft,A
11/3/2023 13:08,11/3/2023 13:09,0.28,ft,A
11/3/2023 12:38,11/3/2023 12:39,0.21,ft,A
11/3/2023 12:08,11/3/2023 12:09,0.28,ft,A
11/3/2023 11:38,11/3/2023 11:39,0.27,ft,A
11/3/2023 11:08,11/3/2023 11:09,0.3,ft,A
11/3/2023 10:38,11/3/2023 10:39,0.28,ft,A
11/3/2023 10:08,11/3/2023 10:09,0.24,ft,A
11/3/2023 9:38,11/3/2023 9:39,0.31,ft,A
11/3/2023 9:08,11/3/2023 9:09,0.31,ft,A
11/3/2023 8:38,11/3/2023 8:39,0.33,ft,A
11/3/2023 8:08,11/3/2023 8:09,0.3,ft,A
11/3/2023 7:38,11/3/2023 7:39,0.33,ft,A
11/3/2023 7:08,11/3/2023 7:09,0.29,ft,A
11/3/2023 6:38,11/3/2023 6:39,0.29,ft,A
11/3/2023 6:08,11/3/2023 6:09,0.26,ft,A
11/3/2023 5:38,11/3/2023 5:39,0.24,ft,A
11/3/2023 5:08,11/3/2023 5:09,0.23,ft,A
11/3/2023 4:38,11/3/2023 4:39,0.24,ft,A
11/3/2023 4:08,11/3/2023 4:09,0.2,ft,A
11/3/2023 3:38,11/3/2023 3:39,0.2,ft,A
11/3/2023 3:08,11/3/2023 3:09,0.18,ft,A
11/3/2023 2:38,11/3/2023 2:39,0.15,ft,A
11/3/2023 2:08,11/3/2023 2:09,0.14,ft,A
11/3/2023 1:38,11/3/2023 1:39,0.16,ft,A
11/3/2023 1:08,11/3/2023 1:09,0.16,ft,A
11/3/2023 0:38,11/3/2023 0:39,0.12,ft,A
11/3/2023 0:08,11/3/2023 0:09,0.15,ft,A
11/2/2023 23:38,11/2/2023 23:39,0.16,ft,A
11/2/2023 23:08,11/2/2023 23:09,0.16,ft,A
11/2/2023 22:38,11/2/2023 22:39,0.17,ft,A
11/2/2023 22:08,11/2/2023 22:09,0.14,ft,A
11/2/2023 21:38,11/2/2023 21:39,0.14,ft,A
11/2/2023 21:08,11/2/2023 21:09,0.14,ft,A
11/2/2023 20:38,11/2/2023 20:39,0.13,ft,A
11/2/2023 20:08,11/2/2023 20:09,0.11,ft,A
11/2/2023 19:38,11/2/2023 19:39,0.11,ft,A
11/2/2023 19:08,11/2/2023 19:09,0.06,ft,A
11/2/2023 18:38,11/2/2023 18:39,0.04,ft,A
11/2/2023 18:08,11/2/2023 18:09,0.04,ft,A
11/2/2023 17:38,11/2/2023 17:39,0.01,ft,A
11/2/2023 17:08,11/2/2023 17:09,0.02,ft,A
11/2/2023 16:38,11/2/2023 16:39,-0.01,ft,A
11/2/2023 16:08,11/2/2023 16:09,-0.03,ft,A
11/2/2023 15:38,11/2/2023 15:39,-0.01,ft,A
11/2/2023 15:08,11/2/2023 15:09,-0.03,ft,A
11/2/2023 14:38,11/2/2023 14:39,-0.02,ft,A
11/2/2023 14:08,11/2/2023 14:09,-0.05,ft,A
11/2/2023 13:38,11/2/2023 13:39,-0.07,ft,A
11/2/2023 13:08,11/2/2023 13:09,-0.12,ft,A
11/2/2023 12:38,11/2/2023 12:39,-0.15,ft,A
11/2/2023 12:08,11/2/2023 12:09,-0.18,ft,A
11/2/2023 11:38,11/2/2023 11:39,-0.19,ft,A
11/2/2023 11:08,11/2/2023 11:09,-0.18,ft,A
11/2/2023 10:38,11/2/2023 10:39,-0.18,ft,A
11/2/2023 10:08,11/2/2023 10:09,-0.18,ft,A
11/2/2023 9:38,11/2/2023 9:39,-0.15,ft,A
11/2/2023 9:08,11/2/2023 9:09,-0.16,ft,A
11/2/2023 8:38,11/2/2023 8:39,-0.1,ft,A
11/2/2023 8:08,11/2/2023 8:09,-0.16,ft,A
11/2/2023 7:38,11/2/2023 7:39,-0.1,ft,A
11/2/2023 7:08,11/2/2023 7:09,-0.08,ft,A
11/2/2023 6:38,11/2/2023 6:39,-0.09,ft,A
11/2/2023 6:08,11/2/2023 6:09,-0.05,ft,A
11/2/2023 5:38,11/2/2023 5:39,-0.08,ft,A
11/2/2023 5:08,11/2/2023 5:09,-0.06,ft,A
11/2/2023 4:38,11/2/2023 4:39,-0.13,ft,A
11/2/2023 4:08,11/2/2023 4:09,-0.11,ft,A
11/2/2023 3:38,11/2/2023 3:39,-0.03,ft,A
11/2/2023 3:08,11/2/2023 3:09,-0.1,ft,A
11/2/2023 2:38,11/2/2023 2:39,-0.03,ft,A
11/2/2023 2:08,11/2/2023 2:09,-0.03,ft,A
11/2/2023 1:38,11/2/2023 1:39,0.03,ft,A
11/2/2023 1:08,11/2/2023 1:09,-0.02,ft,A
11/2/2023 0:53,11/2/2023 0:54,-0.04,ft,A
11/2/2023 0:38,11/2/2023 0:39,0.07,ft,A
11/2/2023 0:08,11/2/2023 0:09,0.1,ft,A
11/2/2023 0:00,11/2/2023 0:01,0.08,ft,A
11/1/2023 23:38,11/1/2023 23:39,-0.03,ft,A
11/1/2023 23:08,11/1/2023 23:09,-0.01,ft,A
11/1/2023 22:38,11/1/2023 22:39,0.07,ft,A
11/1/2023 22:08,11/1/2023 22:09,0.1,ft,A
11/1/2023 21:38,11/1/2023 21:39,0.05,ft,A
11/1/2023 21:08,11/1/2023 21:09,-0.02,ft,A
11/1/2023 20:38,11/1/2023 20:39,-0.02,ft,A
11/1/2023 20:08,11/1/2023 20:09,0.02,ft,A
11/1/2023 19:38,11/1/2023 19:39,0.06,ft,A
11/1/2023 19:21,11/1/2023 19:22,0.06,ft,A
11/1/2023 19:08,11/1/2023 19:09,0.17,ft,A
11/1/2023 18:38,11/1/2023 18:39,0.19,ft,A
11/1/2023 18:08,11/1/2023 18:09,0.15,ft,A
11/1/2023 17:38,11/1/2023 17:39,0.19,ft,A
11/1/2023 17:35,11/1/2023 17:36,0.15,ft,A
11/1/2023 17:08,11/1/2023 17:09,0.05,ft,A
11/1/2023 16:38,11/1/2023 16:39,0.08,ft,A
11/1/2023 16:18,11/1/2023 16:19,0.14,ft,A
11/1/2023 16:08,11/1/2023 16:09,0.04,ft,A
11/1/2023 15:38,11/1/2023 15:39,0.07,ft,A
11/1/2023 15:08,11/1/2023 15:09,0.16,ft,A
11/1/2023 14:38,11/1/2023 14:39,0.17,ft,A
11/1/2023 14:08,11/1/2023 14:09,0.14,ft,A
11/1/2023 13:38,11/1/2023 13:39,0.12,ft,A
11/1/2023 13:30,11/1/2023 13:31,0.16,ft,A
11/1/2023 13:08,11/1/2023 13:09,0.26,ft,A
11/1/2023 12:38,11/1/2023 12:39,0.27,ft,A
11/1/2023 12:08,11/1/2023 12:09,0.33,ft,A
11/1/2023 11:38,11/1/2023 11:39,0.38,ft,A
11/1/2023 11:08,11/1/2023 11:09,0.34,ft,A
11/1/2023 10:52,11/1/2023 10:53,0.26,ft,A
11/1/2023 10:38,11/1/2023 10:39,0.16,ft,A
11/1/2023 10:08,11/1/2023 10:09,0.12,ft,A
11/1/2023 10:04,11/1/2023 10:05,0.13,ft,A
11/1/2023 9:38,11/1/2023 9:39,0.23,ft,A
11/1/2023 9:08,11/1/2023 9:09,0.22,ft,A
11/1/2023 9:06,11/1/2023 9:07,0.22,ft,A
11/1/2023 8:38,11/1/2023 8:39,0.12,ft,A
11/1/2023 8:08,11/1/2023 8:09,0.2,ft,A
11/1/2023 7:38,11/1/2023 7:39,0.16,ft,A
11/1/2023 7:08,11/1/2023 7:09,0.24,ft,A
11/1/2023 7:02,11/1/2023 7:03,0.29,ft,A
11/1/2023 6:38,11/1/2023 6:39,0.39,ft,A
11/1/2023 6:08,11/1/2023 6:09,0.31,ft,A
11/1/2023 5:59,11/1/2023 6:00,0.34,ft,A
11/1/2023 5:38,11/1/2023 5:39,0.44,ft,A
11/1/2023 5:08,11/1/2023 5:09,0.42,ft,A
11/1/2023 4:38,11/1/2023 4:39,0.44,ft,A
11/1/2023 4:08,11/1/2023 4:09,0.38,ft,A
11/1/2023 3:38,11/1/2023 3:39,0.33,ft,A
11/1/2023 3:08,11/1/2023 3:09,0.33,ft,A
11/1/2023 3:02,11/1/2023 3:03,0.28,ft,A
11/1/2023 2:52,11/1/2023 2:53,0.18,ft,A
11/1/2023 2:38,11/1/2023 2:39,0.07,ft,A
11/1/2023 2:18,11/1/2023 2:19,0.1,ft,A
11/1/2023 2:08,11/1/2023 2:09,0.21,ft,A
11/1/2023 1:59,11/1/2023 2:00,0.27,ft,A
11/1/2023 1:38,11/1/2023 1:39,0.37,ft,A
11/1/2023 1:35,11/1/2023 1:36,0.39,ft,A
11/1/2023 1:08,11/1/2023 1:09,0.49,ft,A
11/1/2023 0:38,11/1/2023 0:39,0.42,ft,A
11/1/2023 0:08,11/1/2023 0:09,0.45,ft,A
10/31/2023 23:38,10/31/2023 23:39,0.41,ft,A
10/31/2023 23:08,10/31/2023 23:09,0.45,ft,A
10/31/2023 22:38,10/31/2023 22:39,0.53,ft,A
10/31/2023 22:08,10/31/2023 22:09,0.51,ft,A
10/31/2023 21:38,10/31/2023 21:39,0.51,ft,A
10/31/2023 21:08,10/31/2023 21:09,0.5,ft,A
10/31/2023 20:38,10/31/2023 20:39,0.53,ft,A
10/31/2023 20:08,10/31/2023 20:09,0.47,ft,A
10/31/2023 19:38,10/31/2023 19:39,0.53,ft,A
10/31/2023 19:08,10/31/2023 19:09,0.62,ft,A
10/31/2023 18:38,10/31/2023 18:39,0.61,ft,A
10/31/2023 18:08,10/31/2023 18:09,0.62,ft,A
10/31/2023 17:38,10/31/2023 17:39,0.63,ft,A
10/31/2023 17:08,10/31/2023 17:09,0.64,ft,A
10/31/2023 16:38,10/31/2023 16:39,0.68,ft,A
10/31/2023 16:08,10/31/2023 16:09,0.72,ft,A
10/31/2023 15:55,10/31/2023 15:56,0.69,ft,A
10/31/2023 15:38,10/31/2023 15:39,0.59,ft,A
10/31/2023 15:08,10/31/2023 15:09,0.61,ft,A
10/31/2023 15:04,10/31/2023 15:05,0.63,ft,A
10/31/2023 14:38,10/31/2023 14:39,0.73,ft,A
10/31/2023 14:08,10/31/2023 14:09,0.74,ft,A
10/31/2023 13:38,10/31/2023 13:39,0.81,ft,A
10/31/2023 13:08,10/31/2023 13:09,0.85,ft,A
10/31/2023 12:38,10/31/2023 12:39,0.79,ft,A
10/31/2023 12:08,10/31/2023 12:09,0.8,ft,A
10/31/2023 11:38,10/31/2023 11:39,0.87,ft,A
10/31/2023 11:08,10/31/2023 11:09,0.87,ft,A
10/31/2023 10:38,10/31/2023 10:39,0.93,ft,A
10/31/2023 10:08,10/31/2023 10:09,0.93,ft,A
10/31/2023 9:38,10/31/2023 9:39,0.97,ft,A
10/31/2023 9:08,10/31/2023 9:09,1.01,ft,A
10/31/2023 8:38,10/31/2023 8:39,1.01,ft,A
10/31/2023 8:08,10/31/2023 8:09,0.99,ft,A
10/31/2023 7:38,10/31/2023 7:39,1.01,ft,A
10/31/2023 7:08,10/31/2023 7:09,1.03,ft,A
10/31/2023 6:38,10/31/2023 6:39,1.09,ft,A
10/31/2023 6:08,10/31/2023 6:09,1.12,ft,A
10/31/2023 5:38,10/31/2023 5:39,1.09,ft,A
10/31/2023 5:08,10/31/2023 5:09,1.09,ft,A
10/31/2023 4:38,10/31/2023 4:39,1.1,ft,A
10/31/2023 4:08,10/31/2023 4:09,1.09,ft,A
10/31/2023 3:38,10/31/2023 3:39,1.1,ft,A
10/31/2023 3:08,10/31/2023 3:09,1.11,ft,A
10/31/2023 2:38,10/31/2023 2:39,1.13,ft,A
10/31/2023 2:08,10/31/2023 2:09,1.16,ft,A
10/31/2023 1:38,10/31/2023 1:39,1.09,ft,A
10/31/2023 1:08,10/31/2023 1:09,0.99,ft,A
10/31/2023 0:52,10/31/2023 0:53,0.94,ft,A
10/31/2023 0:38,10/31/2023 0:39,0.83,ft,A
10/31/2023 0:08,10/31/2023 0:09,0.8,ft,A
10/30/2023 23:38,10/30/2023 23:39,0.82,ft,A
10/30/2023 23:08,10/30/2023 23:09,0.82,ft,A
10/30/2023 22:38,10/30/2023 22:39,0.81,ft,A
10/30/2023 22:08,10/30/2023 22:09,0.84,ft,A
10/30/2023 21:38,10/30/2023 21:39,0.84,ft,A
10/30/2023 21:08,10/30/2023 21:09,0.87,ft,A
10/30/2023 20:38,10/30/2023 20:39,0.87,ft,A
10/30/2023 20:08,10/30/2023 20:09,0.86,ft,A
10/30/2023 19:38,10/30/2023 19:39,0.85,ft,A
